,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-04,8.2,8.2,8.2,8.2,8.2,0.0
1,2016-01-05,8.2,8.2,8.2,8.2,8.2,0.0
2,2016-01-06,8.2,8.2,8.2,8.2,8.2,0.0
3,2016-01-07,8.2,8.2,8.2,8.2,8.2,0.0
4,2016-01-08,8.2,8.2,8.2,8.2,8.2,0.0
5,2016-01-11,8.2,8.2,8.2,8.2,8.2,0.0
6,2016-01-12,8.2,8.2,8.2,8.2,8.2,0.0
7,2016-01-13,8.2,8.2,8.2,8.2,8.2,0.0
8,2016-01-14,8.2,8.2,8.2,8.2,8.2,0.0
9,2016-01-15,8.2,8.2,8.2,8.2,8.2,0.0
10,2016-01-18,8.2,8.2,8.2,8.2,8.2,0.0
11,2016-01-19,8.2,8.2,8.2,8.2,8.2,0.0
12,2016-01-20,8.2,8.2,8.2,8.2,8.2,0.0
13,2016-01-21,8.2,8.2,8.2,8.2,8.2,0.0
14,2016-01-22,8.2,8.2,8.2,8.2,8.2,0.0
15,2016-01-26,8.2,8.2,8.2,8.2,8.2,0.0
16,2016-01-27,7.96,7.96,7.96,7.96,7.96,100.0
17,2016-01-28,7.98,7.98,7.98,7.98,7.98,200.0
18,2016-01-29,7.98,7.98,7.98,7.98,7.98,0.0
19,2016-02-01,7.98,7.98,7.98,7.98,7.98,0.0
20,2016-02-02,7.98,7.98,7.98,7.98,7.98,0.0
21,2016-02-03,7.98,7.98,7.98,7.98,7.98,0.0
22,2016-02-04,7.98,7.98,7.98,7.98,7.98,0.0
23,2016-02-05,7.98,7.98,7.98,7.98,7.98,0.0
24,2016-02-10,7.98,7.98,7.98,7.98,7.98,0.0
25,2016-02-11,7.98,7.98,7.98,7.98,7.98,0.0
26,2016-02-12,7.98,7.98,7.98,7.98,7.98,0.0
27,2016-02-15,7.98,7.98,7.98,7.98,7.98,0.0
28,2016-02-16,7.98,7.98,7.98,7.98,7.98,0.0
29,2016-02-17,7.98,7.98,7.98,7.98,7.98,0.0
30,2016-02-18,7.9,7.9,7.9,7.9,7.9,100.0
31,2016-02-19,7.9,7.9,7.9,7.9,7.9,0.0
32,2016-02-22,7.9,7.9,7.9,7.9,7.9,0.0
33,2016-02-23,7.9,7.9,7.9,7.9,7.9,0.0
34,2016-02-24,7.9,7.9,7.9,7.9,7.9,0.0
35,2016-02-25,7.9,7.9,7.9,7.9,7.9,0.0
36,2016-02-26,7.9,7.9,7.9,7.9,7.9,0.0
37,2016-02-29,7.9,7.9,7.9,7.9,7.9,0.0
38,2016-03-01,7.9,7.9,7.9,7.9,7.9,0.0
39,2016-03-02,7.9,7.9,7.9,7.9,7.9,0.0
40,2016-03-03,7.9,7.9,7.9,7.9,7.9,0.0
41,2016-03-04,7.9,7.9,7.9,7.9,7.9,0.0
42,2016-03-07,7.9,7.9,7.9,7.9,7.9,0.0
43,2016-03-08,6.0,7.81,6.0,7.81,7.81,300.0
44,2016-03-09,7.05,7.05,5.01,6.08,6.08,700.0
45,2016-03-10,6.08,6.08,6.08,6.08,6.08,200.0
