,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-02-11,21.4,22.35,20.450001,22.16,22.16,5116000.0
1,2021-02-12,22.25,22.299999,21.4,22.200001,22.200001,1484400.0
2,2021-02-17,,,,,,
3,2021-02-18,21.6,21.9,20.85,21.65,21.65,1312800.0
4,2021-02-19,21.639999,22.969999,21.209999,22.4,22.4,1339100.0
5,2021-02-22,21.85,23.15,21.209999,22.9,22.9,1349700.0
6,2021-02-23,23.200001,25.18,23.030001,24.799999,24.799999,3612800.0
7,2021-02-24,25.059999,27.559999,25.059999,26.610001,26.610001,3475200.0
8,2021-02-25,27.299999,28.5,25.1,25.299999,25.299999,3789400.0
9,2021-02-26,25.799999,27.200001,24.76,25.809999,25.809999,2462600.0
10,2021-03-01,27.0,27.1,26.0,26.0,26.0,1040700.0
11,2021-03-02,25.75,26.25,24.889999,25.280001,25.280001,1205100.0
12,2021-03-03,25.5,26.469999,24.51,26.15,26.15,1719200.0
13,2021-03-04,26.4,27.040001,25.09,25.209999,25.209999,1903500.0
14,2021-03-05,25.33,25.639999,23.6,23.85,23.85,1438700.0
15,2021-03-08,23.860001,23.860001,21.950001,21.950001,21.950001,1801400.0
16,2021-03-09,22.059999,22.780001,21.52,22.0,22.0,2691400.0
17,2021-03-10,22.219999,22.59,21.309999,21.51,21.51,4271100.0
18,2021-03-11,21.77,22.219999,21.459999,22.01,22.01,1100300.0
19,2021-03-12,22.049999,22.1,21.530001,22.059999,22.059999,2120900.0
20,2021-03-15,22.059999,22.459999,21.860001,21.93,21.93,430400.0
21,2021-03-16,21.799999,22.68,21.799999,21.9,21.9,951900.0
22,2021-03-17,21.83,22.09,21.41,21.9,21.9,686800.0
23,2021-03-18,21.799999,21.799999,20.07,20.219999,20.219999,1160400.0
24,2021-03-19,20.440001,20.65,19.57,19.77,19.77,1137600.0
25,2021-03-22,19.950001,20.0,19.5,19.75,19.75,451300.0
26,2021-03-23,19.58,20.42,19.540001,19.75,19.75,925500.0
27,2021-03-24,20.299999,21.200001,19.719999,19.799999,19.799999,1136200.0
28,2021-03-25,19.700001,20.440001,19.5,19.860001,19.860001,2237000.0
29,2021-03-26,19.879999,20.07,19.549999,19.91,19.91,725300.0
30,2021-03-29,19.82,20.17,19.5,19.52,19.52,813900.0
